gauge,filename,source_path,processed_path,size_bytes,reference_angle
man1,man1_79.png,data\raw\Aalborg\4 Test of videos\man1\man1_79.png,data\processed\aalborg_clean\man1\man1_79.png,8282,-2.827061098680125
man1,man1_80.png,data\raw\Aalborg\4 Test of videos\man1\man1_80.png,data\processed\aalborg_clean\man1\man1_80.png,8224,-2.8400000648771044
man1,man1_81.png,data\raw\Aalborg\4 Test of videos\man1\man1_81.png,data\processed\aalborg_clean\man1\man1_81.png,8184,-2.8395446171297007
man1,man1_82.png,data\raw\Aalborg\4 Test of videos\man1\man1_82.png,data\processed\aalborg_clean\man1\man1_82.png,8222,-2.844664460607477
man1,man1_83.png,data\raw\Aalborg\4 Test of videos\man1\man1_83.png,data\processed\aalborg_clean\man1\man1_83.png,8277,-2.855782591164414
man2,man2_121.png,data\raw\Aalborg\4 Test of videos\man2\man2_121.png,data\processed\aalborg_clean\man2\man2_121.png,2291,-1.8307155992989763
man2,man2_134.png,data\raw\Aalborg\4 Test of videos\man2\man2_134.png,data\processed\aalborg_clean\man2\man2_134.png,4854,
man2,man2_135.png,data\raw\Aalborg\4 Test of videos\man2\man2_135.png,data\processed\aalborg_clean\man2\man2_135.png,2279,
man2,man2_145.png,data\raw\Aalborg\4 Test of videos\man2\man2_145.png,data\processed\aalborg_clean\man2\man2_145.png,6346,
man2,man2_146.png,data\raw\Aalborg\4 Test of videos\man2\man2_146.png,data\processed\aalborg_clean\man2\man2_146.png,6396,
man2,man2_147.png,data\raw\Aalborg\4 Test of videos\man2\man2_147.png,data\processed\aalborg_clean\man2\man2_147.png,6381,
man2,man2_148.png,data\raw\Aalborg\4 Test of videos\man2\man2_148.png,data\processed\aalborg_clean\man2\man2_148.png,6369,
man2,man2_149.png,data\raw\Aalborg\4 Test of videos\man2\man2_149.png,data\processed\aalborg_clean\man2\man2_149.png,6466,
man2,man2_150.png,data\raw\Aalborg\4 Test of videos\man2\man2_150.png,data\processed\aalborg_clean\man2\man2_150.png,6459,
man2,man2_152.png,data\raw\Aalborg\4 Test of videos\man2\man2_152.png,data\processed\aalborg_clean\man2\man2_152.png,6653,
man2,man2_153.png,data\raw\Aalborg\4 Test of videos\man2\man2_153.png,data\processed\aalborg_clean\man2\man2_153.png,6553,
man2,man2_154.png,data\raw\Aalborg\4 Test of videos\man2\man2_154.png,data\processed\aalborg_clean\man2\man2_154.png,6554,
man2,man2_155.png,data\raw\Aalborg\4 Test of videos\man2\man2_155.png,data\processed\aalborg_clean\man2\man2_155.png,6409,
man2,man2_156.png,data\raw\Aalborg\4 Test of videos\man2\man2_156.png,data\processed\aalborg_clean\man2\man2_156.png,6421,
man2,man2_157.png,data\raw\Aalborg\4 Test of videos\man2\man2_157.png,data\processed\aalborg_clean\man2\man2_157.png,6440,
man2,man2_158.png,data\raw\Aalborg\4 Test of videos\man2\man2_158.png,data\processed\aalborg_clean\man2\man2_158.png,6562,
man2,man2_159.png,data\raw\Aalborg\4 Test of videos\man2\man2_159.png,data\processed\aalborg_clean\man2\man2_159.png,6430,
man2,man2_160.png,data\raw\Aalborg\4 Test of videos\man2\man2_160.png,data\processed\aalborg_clean\man2\man2_160.png,6583,
man2,man2_161.png,data\raw\Aalborg\4 Test of videos\man2\man2_161.png,data\processed\aalborg_clean\man2\man2_161.png,6468,
man2,man2_162.png,data\raw\Aalborg\4 Test of videos\man2\man2_162.png,data\processed\aalborg_clean\man2\man2_162.png,6613,
man2,man2_163.png,data\raw\Aalborg\4 Test of videos\man2\man2_163.png,data\processed\aalborg_clean\man2\man2_163.png,6814,
man2,man2_166.png,data\raw\Aalborg\4 Test of videos\man2\man2_166.png,data\processed\aalborg_clean\man2\man2_166.png,6352,
man2,man2_167.png,data\raw\Aalborg\4 Test of videos\man2\man2_167.png,data\processed\aalborg_clean\man2\man2_167.png,6329,
man2,man2_168.png,data\raw\Aalborg\4 Test of videos\man2\man2_168.png,data\processed\aalborg_clean\man2\man2_168.png,6482,
man2,man2_170.png,data\raw\Aalborg\4 Test of videos\man2\man2_170.png,data\processed\aalborg_clean\man2\man2_170.png,6458,
man2,man2_172.png,data\raw\Aalborg\4 Test of videos\man2\man2_172.png,data\processed\aalborg_clean\man2\man2_172.png,6541,
man2,man2_173.png,data\raw\Aalborg\4 Test of videos\man2\man2_173.png,data\processed\aalborg_clean\man2\man2_173.png,6314,
man2,man2_174.png,data\raw\Aalborg\4 Test of videos\man2\man2_174.png,data\processed\aalborg_clean\man2\man2_174.png,6692,
man2,man2_175.png,data\raw\Aalborg\4 Test of videos\man2\man2_175.png,data\processed\aalborg_clean\man2\man2_175.png,6688,
man2,man2_176.png,data\raw\Aalborg\4 Test of videos\man2\man2_176.png,data\processed\aalborg_clean\man2\man2_176.png,6740,
man2,man2_178.png,data\raw\Aalborg\4 Test of videos\man2\man2_178.png,data\processed\aalborg_clean\man2\man2_178.png,6638,
man2,man2_179.png,data\raw\Aalborg\4 Test of videos\man2\man2_179.png,data\processed\aalborg_clean\man2\man2_179.png,6683,
man2,man2_181.png,data\raw\Aalborg\4 Test of videos\man2\man2_181.png,data\processed\aalborg_clean\man2\man2_181.png,6626,
man2,man2_182.png,data\raw\Aalborg\4 Test of videos\man2\man2_182.png,data\processed\aalborg_clean\man2\man2_182.png,6588,
man2,man2_185.png,data\raw\Aalborg\4 Test of videos\man2\man2_185.png,data\processed\aalborg_clean\man2\man2_185.png,6636,
man2,man2_186.png,data\raw\Aalborg\4 Test of videos\man2\man2_186.png,data\processed\aalborg_clean\man2\man2_186.png,6819,
man2,man2_188.png,data\raw\Aalborg\4 Test of videos\man2\man2_188.png,data\processed\aalborg_clean\man2\man2_188.png,6909,
man2,man2_189.png,data\raw\Aalborg\4 Test of videos\man2\man2_189.png,data\processed\aalborg_clean\man2\man2_189.png,6594,
man2,man2_190.png,data\raw\Aalborg\4 Test of videos\man2\man2_190.png,data\processed\aalborg_clean\man2\man2_190.png,6706,
man2,man2_192.png,data\raw\Aalborg\4 Test of videos\man2\man2_192.png,data\processed\aalborg_clean\man2\man2_192.png,6758,
man2,man2_195.png,data\raw\Aalborg\4 Test of videos\man2\man2_195.png,data\processed\aalborg_clean\man2\man2_195.png,4876,
man2,man2_196.png,data\raw\Aalborg\4 Test of videos\man2\man2_196.png,data\processed\aalborg_clean\man2\man2_196.png,6775,
man2,man2_198.png,data\raw\Aalborg\4 Test of videos\man2\man2_198.png,data\processed\aalborg_clean\man2\man2_198.png,4862,
man2,man2_202.png,data\raw\Aalborg\4 Test of videos\man2\man2_202.png,data\processed\aalborg_clean\man2\man2_202.png,4898,
man2,man2_204.png,data\raw\Aalborg\4 Test of videos\man2\man2_204.png,data\processed\aalborg_clean\man2\man2_204.png,7003,
man2,man2_205.png,data\raw\Aalborg\4 Test of videos\man2\man2_205.png,data\processed\aalborg_clean\man2\man2_205.png,4877,
man2,man2_206.png,data\raw\Aalborg\4 Test of videos\man2\man2_206.png,data\processed\aalborg_clean\man2\man2_206.png,6798,
man2,man2_207.png,data\raw\Aalborg\4 Test of videos\man2\man2_207.png,data\processed\aalborg_clean\man2\man2_207.png,4961,
man2,man2_208.png,data\raw\Aalborg\4 Test of videos\man2\man2_208.png,data\processed\aalborg_clean\man2\man2_208.png,4880,
man2,man2_209.png,data\raw\Aalborg\4 Test of videos\man2\man2_209.png,data\processed\aalborg_clean\man2\man2_209.png,6753,
man2,man2_211.png,data\raw\Aalborg\4 Test of videos\man2\man2_211.png,data\processed\aalborg_clean\man2\man2_211.png,4906,
man2,man2_213.png,data\raw\Aalborg\4 Test of videos\man2\man2_213.png,data\processed\aalborg_clean\man2\man2_213.png,4952,
man2,man2_215.png,data\raw\Aalborg\4 Test of videos\man2\man2_215.png,data\processed\aalborg_clean\man2\man2_215.png,6677,
man2,man2_216.png,data\raw\Aalborg\4 Test of videos\man2\man2_216.png,data\processed\aalborg_clean\man2\man2_216.png,6498,
man2,man2_219.png,data\raw\Aalborg\4 Test of videos\man2\man2_219.png,data\processed\aalborg_clean\man2\man2_219.png,6442,
man2,man2_224.png,data\raw\Aalborg\4 Test of videos\man2\man2_224.png,data\processed\aalborg_clean\man2\man2_224.png,6575,
man2,man2_225.png,data\raw\Aalborg\4 Test of videos\man2\man2_225.png,data\processed\aalborg_clean\man2\man2_225.png,6571,
man2,man2_228.png,data\raw\Aalborg\4 Test of videos\man2\man2_228.png,data\processed\aalborg_clean\man2\man2_228.png,6796,
man2,man2_229.png,data\raw\Aalborg\4 Test of videos\man2\man2_229.png,data\processed\aalborg_clean\man2\man2_229.png,6702,
man2,man2_230.png,data\raw\Aalborg\4 Test of videos\man2\man2_230.png,data\processed\aalborg_clean\man2\man2_230.png,6654,
man2,man2_231.png,data\raw\Aalborg\4 Test of videos\man2\man2_231.png,data\processed\aalborg_clean\man2\man2_231.png,6738,
man2,man2_232.png,data\raw\Aalborg\4 Test of videos\man2\man2_232.png,data\processed\aalborg_clean\man2\man2_232.png,6726,
man2,man2_233.png,data\raw\Aalborg\4 Test of videos\man2\man2_233.png,data\processed\aalborg_clean\man2\man2_233.png,6652,
man2,man2_234.png,data\raw\Aalborg\4 Test of videos\man2\man2_234.png,data\processed\aalborg_clean\man2\man2_234.png,6194,
man2,man2_235.png,data\raw\Aalborg\4 Test of videos\man2\man2_235.png,data\processed\aalborg_clean\man2\man2_235.png,6487,
man2,man2_236.png,data\raw\Aalborg\4 Test of videos\man2\man2_236.png,data\processed\aalborg_clean\man2\man2_236.png,6540,
man2,man2_237.png,data\raw\Aalborg\4 Test of videos\man2\man2_237.png,data\processed\aalborg_clean\man2\man2_237.png,6460,
man2,man2_238.png,data\raw\Aalborg\4 Test of videos\man2\man2_238.png,data\processed\aalborg_clean\man2\man2_238.png,6374,
man2,man2_239.png,data\raw\Aalborg\4 Test of videos\man2\man2_239.png,data\processed\aalborg_clean\man2\man2_239.png,6620,
man2,man2_240.png,data\raw\Aalborg\4 Test of videos\man2\man2_240.png,data\processed\aalborg_clean\man2\man2_240.png,6442,
man2,man2_241.png,data\raw\Aalborg\4 Test of videos\man2\man2_241.png,data\processed\aalborg_clean\man2\man2_241.png,6208,
man2,man2_242.png,data\raw\Aalborg\4 Test of videos\man2\man2_242.png,data\processed\aalborg_clean\man2\man2_242.png,6505,
man2,man2_243.png,data\raw\Aalborg\4 Test of videos\man2\man2_243.png,data\processed\aalborg_clean\man2\man2_243.png,6242,
man2,man2_246.png,data\raw\Aalborg\4 Test of videos\man2\man2_246.png,data\processed\aalborg_clean\man2\man2_246.png,6348,
man2,man2_248.png,data\raw\Aalborg\4 Test of videos\man2\man2_248.png,data\processed\aalborg_clean\man2\man2_248.png,6438,
man2,man2_249.png,data\raw\Aalborg\4 Test of videos\man2\man2_249.png,data\processed\aalborg_clean\man2\man2_249.png,6281,
man2,man2_251.png,data\raw\Aalborg\4 Test of videos\man2\man2_251.png,data\processed\aalborg_clean\man2\man2_251.png,5575,
man2,man2_252.png,data\raw\Aalborg\4 Test of videos\man2\man2_252.png,data\processed\aalborg_clean\man2\man2_252.png,5559,
man2,man2_253.png,data\raw\Aalborg\4 Test of videos\man2\man2_253.png,data\processed\aalborg_clean\man2\man2_253.png,5651,
man2,man2_254.png,data\raw\Aalborg\4 Test of videos\man2\man2_254.png,data\processed\aalborg_clean\man2\man2_254.png,5900,
man2,man2_255.png,data\raw\Aalborg\4 Test of videos\man2\man2_255.png,data\processed\aalborg_clean\man2\man2_255.png,5655,
man2,man2_256.png,data\raw\Aalborg\4 Test of videos\man2\man2_256.png,data\processed\aalborg_clean\man2\man2_256.png,5910,
man2,man2_257.png,data\raw\Aalborg\4 Test of videos\man2\man2_257.png,data\processed\aalborg_clean\man2\man2_257.png,5851,
man2,man2_258.png,data\raw\Aalborg\4 Test of videos\man2\man2_258.png,data\processed\aalborg_clean\man2\man2_258.png,6011,
man2,man2_261.png,data\raw\Aalborg\4 Test of videos\man2\man2_261.png,data\processed\aalborg_clean\man2\man2_261.png,6209,
man2,man2_262.png,data\raw\Aalborg\4 Test of videos\man2\man2_262.png,data\processed\aalborg_clean\man2\man2_262.png,6268,
man2,man2_263.png,data\raw\Aalborg\4 Test of videos\man2\man2_263.png,data\processed\aalborg_clean\man2\man2_263.png,6236,
man2,man2_264.png,data\raw\Aalborg\4 Test of videos\man2\man2_264.png,data\processed\aalborg_clean\man2\man2_264.png,6197,
man2,man2_265.png,data\raw\Aalborg\4 Test of videos\man2\man2_265.png,data\processed\aalborg_clean\man2\man2_265.png,5993,
man2,man2_266.png,data\raw\Aalborg\4 Test of videos\man2\man2_266.png,data\processed\aalborg_clean\man2\man2_266.png,6214,
man2,man2_267.png,data\raw\Aalborg\4 Test of videos\man2\man2_267.png,data\processed\aalborg_clean\man2\man2_267.png,6001,
man2,man2_269.png,data\raw\Aalborg\4 Test of videos\man2\man2_269.png,data\processed\aalborg_clean\man2\man2_269.png,6065,
man2,man2_270.png,data\raw\Aalborg\4 Test of videos\man2\man2_270.png,data\processed\aalborg_clean\man2\man2_270.png,6295,
man2,man2_273.png,data\raw\Aalborg\4 Test of videos\man2\man2_273.png,data\processed\aalborg_clean\man2\man2_273.png,6363,
man2,man2_277.png,data\raw\Aalborg\4 Test of videos\man2\man2_277.png,data\processed\aalborg_clean\man2\man2_277.png,6346,
man2,man2_279.png,data\raw\Aalborg\4 Test of videos\man2\man2_279.png,data\processed\aalborg_clean\man2\man2_279.png,6515,
man2,man2_280.png,data\raw\Aalborg\4 Test of videos\man2\man2_280.png,data\processed\aalborg_clean\man2\man2_280.png,6530,
man2,man2_281.png,data\raw\Aalborg\4 Test of videos\man2\man2_281.png,data\processed\aalborg_clean\man2\man2_281.png,6541,
man2,man2_282.png,data\raw\Aalborg\4 Test of videos\man2\man2_282.png,data\processed\aalborg_clean\man2\man2_282.png,6582,
man2,man2_284.png,data\raw\Aalborg\4 Test of videos\man2\man2_284.png,data\processed\aalborg_clean\man2\man2_284.png,6526,
man2,man2_285.png,data\raw\Aalborg\4 Test of videos\man2\man2_285.png,data\processed\aalborg_clean\man2\man2_285.png,6550,
man2,man2_286.png,data\raw\Aalborg\4 Test of videos\man2\man2_286.png,data\processed\aalborg_clean\man2\man2_286.png,6591,
man2,man2_296.png,data\raw\Aalborg\4 Test of videos\man2\man2_296.png,data\processed\aalborg_clean\man2\man2_296.png,6654,
man2,man2_298.png,data\raw\Aalborg\4 Test of videos\man2\man2_298.png,data\processed\aalborg_clean\man2\man2_298.png,6665,
man2,man2_300.png,data\raw\Aalborg\4 Test of videos\man2\man2_300.png,data\processed\aalborg_clean\man2\man2_300.png,6640,
man2,man2_302.png,data\raw\Aalborg\4 Test of videos\man2\man2_302.png,data\processed\aalborg_clean\man2\man2_302.png,6658,
man2,man2_303.png,data\raw\Aalborg\4 Test of videos\man2\man2_303.png,data\processed\aalborg_clean\man2\man2_303.png,6567,
man3,man3_1.png,data\raw\Aalborg\4 Test of videos\man3\man3_1.png,data\processed\aalborg_clean\man3\man3_1.png,6850,-3.1360346387955116
man3,man3_10.png,data\raw\Aalborg\4 Test of videos\man3\man3_10.png,data\processed\aalborg_clean\man3\man3_10.png,7561,0.0994550297425606
man3,man3_11.png,data\raw\Aalborg\4 Test of videos\man3\man3_11.png,data\processed\aalborg_clean\man3\man3_11.png,7417,-3.2414730539136096
man3,man3_12.png,data\raw\Aalborg\4 Test of videos\man3\man3_12.png,data\processed\aalborg_clean\man3\man3_12.png,7574,-3.1544261784385768
man3,man3_13.png,data\raw\Aalborg\4 Test of videos\man3\man3_13.png,data\processed\aalborg_clean\man3\man3_13.png,7582,-0.1088644567154855
man3,man3_14.png,data\raw\Aalborg\4 Test of videos\man3\man3_14.png,data\processed\aalborg_clean\man3\man3_14.png,7464,-0.0014887432000429968
man3,man3_15.png,data\raw\Aalborg\4 Test of videos\man3\man3_15.png,data\processed\aalborg_clean\man3\man3_15.png,7589,-0.006130678121288646
man3,man3_16.png,data\raw\Aalborg\4 Test of videos\man3\man3_16.png,data\processed\aalborg_clean\man3\man3_16.png,7494,-0.06826944006434754
man3,man3_17.png,data\raw\Aalborg\4 Test of videos\man3\man3_17.png,data\processed\aalborg_clean\man3\man3_17.png,7473,-3.0693022774771967
man3,man3_18.png,data\raw\Aalborg\4 Test of videos\man3\man3_18.png,data\processed\aalborg_clean\man3\man3_18.png,7587,-0.08830072376988518
man3,man3_19.png,data\raw\Aalborg\4 Test of videos\man3\man3_19.png,data\processed\aalborg_clean\man3\man3_19.png,7676,-3.075643625515547
man3,man3_2.png,data\raw\Aalborg\4 Test of videos\man3\man3_2.png,data\processed\aalborg_clean\man3\man3_2.png,7060,-0.10309678752549623
man3,man3_20.png,data\raw\Aalborg\4 Test of videos\man3\man3_20.png,data\processed\aalborg_clean\man3\man3_20.png,7595,-3.229932259603992
man3,man3_21.png,data\raw\Aalborg\4 Test of videos\man3\man3_21.png,data\processed\aalborg_clean\man3\man3_21.png,7549,-3.0720634693230786
man3,man3_22.png,data\raw\Aalborg\4 Test of videos\man3\man3_22.png,data\processed\aalborg_clean\man3\man3_22.png,7494,-3.2220041693181485
man3,man3_23.png,data\raw\Aalborg\4 Test of videos\man3\man3_23.png,data\processed\aalborg_clean\man3\man3_23.png,7548,-3.1583352715516875
man3,man3_24.png,data\raw\Aalborg\4 Test of videos\man3\man3_24.png,data\processed\aalborg_clean\man3\man3_24.png,7554,-0.0874287313630866
man3,man3_25.png,data\raw\Aalborg\4 Test of videos\man3\man3_25.png,data\processed\aalborg_clean\man3\man3_25.png,7548,-3.212261046204074
man3,man3_26.png,data\raw\Aalborg\4 Test of videos\man3\man3_26.png,data\processed\aalborg_clean\man3\man3_26.png,7561,-0.015576384875840787
man3,man3_27.png,data\raw\Aalborg\4 Test of videos\man3\man3_27.png,data\processed\aalborg_clean\man3\man3_27.png,7543,-0.0769795941060547
man3,man3_28.png,data\raw\Aalborg\4 Test of videos\man3\man3_28.png,data\processed\aalborg_clean\man3\man3_28.png,7525,-3.1295351978571286
man3,man3_29.png,data\raw\Aalborg\4 Test of videos\man3\man3_29.png,data\processed\aalborg_clean\man3\man3_29.png,7488,-0.14436921882309495
man3,man3_3.png,data\raw\Aalborg\4 Test of videos\man3\man3_3.png,data\processed\aalborg_clean\man3\man3_3.png,7444,-3.185176223485829
man3,man3_30.png,data\raw\Aalborg\4 Test of videos\man3\man3_30.png,data\processed\aalborg_clean\man3\man3_30.png,7383,-3.0696856622942947
man3,man3_31.png,data\raw\Aalborg\4 Test of videos\man3\man3_31.png,data\processed\aalborg_clean\man3\man3_31.png,7203,-3.2161060563361064
man3,man3_32.png,data\raw\Aalborg\4 Test of videos\man3\man3_32.png,data\processed\aalborg_clean\man3\man3_32.png,7217,-3.063065917493005
man3,man3_33.png,data\raw\Aalborg\4 Test of videos\man3\man3_33.png,data\processed\aalborg_clean\man3\man3_33.png,7180,-3.236087289428215
man3,man3_4.png,data\raw\Aalborg\4 Test of videos\man3\man3_4.png,data\processed\aalborg_clean\man3\man3_4.png,7379,0.0031496585770577675
man3,man3_5.png,data\raw\Aalborg\4 Test of videos\man3\man3_5.png,data\processed\aalborg_clean\man3\man3_5.png,7334,-0.0542581736583152
man3,man3_6.png,data\raw\Aalborg\4 Test of videos\man3\man3_6.png,data\processed\aalborg_clean\man3\man3_6.png,7351,-3.097942638615211
man3,man3_7.png,data\raw\Aalborg\4 Test of videos\man3\man3_7.png,data\processed\aalborg_clean\man3\man3_7.png,7487,-0.061748441123203435
man3,man3_8.png,data\raw\Aalborg\4 Test of videos\man3\man3_8.png,data\processed\aalborg_clean\man3\man3_8.png,7460,-3.04862844087311
man3,man3_9.png,data\raw\Aalborg\4 Test of videos\man3\man3_9.png,data\processed\aalborg_clean\man3\man3_9.png,7484,-3.236766639311087
man4,man4_1.png,data\raw\Aalborg\4 Test of videos\man4\man4_1.png,data\processed\aalborg_clean\man4\man4_1.png,7230,-1.7561826931118922
man4,man4_10.png,data\raw\Aalborg\4 Test of videos\man4\man4_10.png,data\processed\aalborg_clean\man4\man4_10.png,7292,-1.7556133646949075
man4,man4_11.png,data\raw\Aalborg\4 Test of videos\man4\man4_11.png,data\processed\aalborg_clean\man4\man4_11.png,7197,-1.7622378411487851
man4,man4_12.png,data\raw\Aalborg\4 Test of videos\man4\man4_12.png,data\processed\aalborg_clean\man4\man4_12.png,7247,-2.432575182013917
man4,man4_13.png,data\raw\Aalborg\4 Test of videos\man4\man4_13.png,data\processed\aalborg_clean\man4\man4_13.png,7163,-2.363068556702191
man4,man4_14.png,data\raw\Aalborg\4 Test of videos\man4\man4_14.png,data\processed\aalborg_clean\man4\man4_14.png,7291,-2.2809836058543738
man4,man4_15.png,data\raw\Aalborg\4 Test of videos\man4\man4_15.png,data\processed\aalborg_clean\man4\man4_15.png,7176,-2.3119649893399594
man4,man4_16.png,data\raw\Aalborg\4 Test of videos\man4\man4_16.png,data\processed\aalborg_clean\man4\man4_16.png,7244,-2.302132727220516
man4,man4_17.png,data\raw\Aalborg\4 Test of videos\man4\man4_17.png,data\processed\aalborg_clean\man4\man4_17.png,7250,-2.2445612722097987
man4,man4_18.png,data\raw\Aalborg\4 Test of videos\man4\man4_18.png,data\processed\aalborg_clean\man4\man4_18.png,7217,-2.3161686790546567
man4,man4_19.png,data\raw\Aalborg\4 Test of videos\man4\man4_19.png,data\processed\aalborg_clean\man4\man4_19.png,7345,-1.7610431849615829
man4,man4_2.png,data\raw\Aalborg\4 Test of videos\man4\man4_2.png,data\processed\aalborg_clean\man4\man4_2.png,7242,-2.3819823314635444
man4,man4_20.png,data\raw\Aalborg\4 Test of videos\man4\man4_20.png,data\processed\aalborg_clean\man4\man4_20.png,7358,-2.405266815360469
man4,man4_21.png,data\raw\Aalborg\4 Test of videos\man4\man4_21.png,data\processed\aalborg_clean\man4\man4_21.png,7255,-2.438062823778932
man4,man4_22.png,data\raw\Aalborg\4 Test of videos\man4\man4_22.png,data\processed\aalborg_clean\man4\man4_22.png,7225,-2.2650914980966217
man4,man4_23.png,data\raw\Aalborg\4 Test of videos\man4\man4_23.png,data\processed\aalborg_clean\man4\man4_23.png,7243,-2.393859379835328
man4,man4_24.png,data\raw\Aalborg\4 Test of videos\man4\man4_24.png,data\processed\aalborg_clean\man4\man4_24.png,7359,-2.304455021699006
man4,man4_25.png,data\raw\Aalborg\4 Test of videos\man4\man4_25.png,data\processed\aalborg_clean\man4\man4_25.png,7234,-2.332488293846228
man4,man4_26.png,data\raw\Aalborg\4 Test of videos\man4\man4_26.png,data\processed\aalborg_clean\man4\man4_26.png,7236,-2.278432897936467
man4,man4_27.png,data\raw\Aalborg\4 Test of videos\man4\man4_27.png,data\processed\aalborg_clean\man4\man4_27.png,7210,-2.4180278403429067
man4,man4_28.png,data\raw\Aalborg\4 Test of videos\man4\man4_28.png,data\processed\aalborg_clean\man4\man4_28.png,7233,-2.2368818061851856
man4,man4_29.png,data\raw\Aalborg\4 Test of videos\man4\man4_29.png,data\processed\aalborg_clean\man4\man4_29.png,7396,-2.3039941846708962
man4,man4_3.png,data\raw\Aalborg\4 Test of videos\man4\man4_3.png,data\processed\aalborg_clean\man4\man4_3.png,7207,-2.145127597041819
man4,man4_30.png,data\raw\Aalborg\4 Test of videos\man4\man4_30.png,data\processed\aalborg_clean\man4\man4_30.png,7225,-1.758424764414877
man4,man4_31.png,data\raw\Aalborg\4 Test of videos\man4\man4_31.png,data\processed\aalborg_clean\man4\man4_31.png,7240,-1.7575736471811503
man4,man4_32.png,data\raw\Aalborg\4 Test of videos\man4\man4_32.png,data\processed\aalborg_clean\man4\man4_32.png,7238,-1.7540100352673411
man4,man4_33.png,data\raw\Aalborg\4 Test of videos\man4\man4_33.png,data\processed\aalborg_clean\man4\man4_33.png,7422,-1.7571056366700901
man4,man4_34.png,data\raw\Aalborg\4 Test of videos\man4\man4_34.png,data\processed\aalborg_clean\man4\man4_34.png,7296,-1.7611073577316931
man4,man4_35.png,data\raw\Aalborg\4 Test of videos\man4\man4_35.png,data\processed\aalborg_clean\man4\man4_35.png,7266,-1.75845320438519
man4,man4_4.png,data\raw\Aalborg\4 Test of videos\man4\man4_4.png,data\processed\aalborg_clean\man4\man4_4.png,7301,-1.7593088621295117
man4,man4_5.png,data\raw\Aalborg\4 Test of videos\man4\man4_5.png,data\processed\aalborg_clean\man4\man4_5.png,7282,-1.7686854425269276
man4,man4_6.png,data\raw\Aalborg\4 Test of videos\man4\man4_6.png,data\processed\aalborg_clean\man4\man4_6.png,7228,-1.7593344377447373
man4,man4_7.png,data\raw\Aalborg\4 Test of videos\man4\man4_7.png,data\processed\aalborg_clean\man4\man4_7.png,7236,-1.7653010387060863
man4,man4_8.png,data\raw\Aalborg\4 Test of videos\man4\man4_8.png,data\processed\aalborg_clean\man4\man4_8.png,7220,-1.7561715814651269
man4,man4_9.png,data\raw\Aalborg\4 Test of videos\man4\man4_9.png,data\processed\aalborg_clean\man4\man4_9.png,7274,-1.7708874455816783
man5,man5_1.png,data\raw\Aalborg\4 Test of videos\man5\man5_1.png,data\processed\aalborg_clean\man5\man5_1.png,2737,
